"id";"item_group_id";"title";"link";"price";"online_only";"description";"condition";"product_type";"google_product_category";"image_link";"availability";"quantity";"featured_product";"shipping_weight";"manufacturer";"brand";"mpn";"gtin"
"B1TM-250";"B1TM";"Vitamin B1 (Thiamine Mononitrate) - 250g Pure Powder";"http://www.bulksupplements.com/vitamin-b1-thiamine-mononitrate.html";"29.96";"y";"Vitamin B1 provides the body with a source of Thiamine to use in the process of breaking down carbohydrates to be used as energy. Thiamine is also necessary for amino acids to be properly metabolized. ";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_192.jpg";"in stock";"28";"no";"0.55 kilograms";"BulkSupplements";"BulkSupplements";"B1TM-250";"849720007117"
"B1TM-500";"B1TM";"Vitamin B1 (Thiamine Mononitrate) - 500g Pure Powder";"http://www.bulksupplements.com/vitamin-b1-thiamine-mononitrate.html";"52.96";"y";"Vitamin B1 provides the body with a source of Thiamine to use in the process of breaking down carbohydrates to be used as energy. Thiamine is also necessary for amino acids to be properly metabolized. ";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_193.jpg";"in stock";"21";"no";"1.10 kilograms";"BulkSupplements";"BulkSupplements";"B1TM-500";"849720007124"
"B1TM-1KG";"B1TM";"Vitamin B1 (Thiamine Mononitrate) - 1kg Pure Powder";"http://www.bulksupplements.com/vitamin-b1-thiamine-mononitrate.html";"94.96";"y";"Vitamin B1 provides the body with a source of Thiamine to use in the process of breaking down carbohydrates to be used as energy. Thiamine is also necessary for amino acids to be properly metabolized. ";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_194.jpg";"in stock";"17";"no";"2.21 kilograms";"BulkSupplements";"BulkSupplements";"B1TM-1KG";"849720007131"
"B1TM-5KG";"B1TM";"Vitamin B1 (Thiamine Mononitrate) - 5kg Pure Powder";"http://www.bulksupplements.com/vitamin-b1-thiamine-mononitrate.html";"415.96";"y";"Vitamin B1 provides the body with a source of Thiamine to use in the process of breaking down carbohydrates to be used as energy. Thiamine is also necessary for amino acids to be properly metabolized. ";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_195.jpg";"in stock";"4983";"no";"11.02 kilograms";"BulkSupplements";"BulkSupplements";"B1TM-5KG";"849720010704"
"B1TM-25KG";"B1TM";"Vitamin B1 (Thiamine Mononitrate) - 25kg Pure Powder";"http://www.bulksupplements.com/vitamin-b1-thiamine-mononitrate.html";"1710.96";"y";"Vitamin B1 provides the body with a source of Thiamine to use in the process of breaking down carbohydrates to be used as energy. Thiamine is also necessary for amino acids to be properly metabolized. ";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_196.jpg";"out of stock";"0";"no";"57.42 kilograms";"BulkSupplements";"BulkSupplements";"B1TM-25KG";"849720010698"
"B12PC-10";"B12PC";"Vitamin B12 (Pure Cyanocobalamin) - 10g Pure Powder";"http://www.bulksupplements.com/vitamin-b12-pure-cyanocobalamin.html";"68.96";"y";"Cyanocobalamin is another name for Vitamin B12. Most water-soluble nutrients and vitamins are usually quickly expelled through the urinary tract, making Vitamin B12 fairly unique. This product is completely pure and should be used with caution. It is not intended for individual use.";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_36.png";"in stock";"40";"no";"0.02 kilograms";"BulkSupplements";"BulkSupplements";"B12PC-10";"849720007322"
"B12PC-25";"B12PC";"Vitamin B12 (Pure Cyanocobalamin) - 25g Pure Powder";"http://www.bulksupplements.com/vitamin-b12-pure-cyanocobalamin.html";"154.96";"y";"Cyanocobalamin is another name for Vitamin B12. Most water-soluble nutrients and vitamins are usually quickly expelled through the urinary tract, making Vitamin B12 fairly unique. This product is completely pure and should be used with caution. It is not intended for individual use.";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_37.png";"in stock";"19";"no";"0.06 kilograms";"BulkSupplements";"BulkSupplements";"B12PC-25";"849720007339"
"B12PC-50";"B12PC";"Vitamin B12 (Pure Cyanocobalamin) - 50g Pure Powder";"http://www.bulksupplements.com/vitamin-b12-pure-cyanocobalamin.html";"298.96";"y";"Cyanocobalamin is another name for Vitamin B12. Most water-soluble nutrients and vitamins are usually quickly expelled through the urinary tract, making Vitamin B12 fairly unique. This product is completely pure and should be used with caution. It is not intended for individual use.";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_38.png";"in stock";"17";"no";"0.11 kilograms";"BulkSupplements";"BulkSupplements";"B12PC-50";"849720007346"
"B12PC-100";"B12PC";"Vitamin B12 (Pure Cyanocobalamin) - 100g Pure Powder";"http://www.bulksupplements.com/vitamin-b12-pure-cyanocobalamin.html";"469.96";"y";"Cyanocobalamin is another name for Vitamin B12. Most water-soluble nutrients and vitamins are usually quickly expelled through the urinary tract, making Vitamin B12 fairly unique. This product is completely pure and should be used with caution. It is not intended for individual use.";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_39.png";"out of stock";"0";"no";"0.22 kilograms";"BulkSupplements";"BulkSupplements";"B12PC-100";"849720007353"
"B12PC-250";"B12PC";"Vitamin B12 (Pure Cyanocobalamin) - 250g Pure Powder";"http://www.bulksupplements.com/vitamin-b12-pure-cyanocobalamin.html";"1159.96";"y";"Cyanocobalamin is another name for Vitamin B12. Most water-soluble nutrients and vitamins are usually quickly expelled through the urinary tract, making Vitamin B12 fairly unique. This product is completely pure and should be used with caution. It is not intended for individual use.";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_40.png";"out of stock";"0";"no";"0.55 kilograms";"BulkSupplements";"BulkSupplements";"B12PC-250";"849720007360"
"B12PC-500";"B12PC";"Vitamin B12 (Pure Cyanocobalamin) - 500g Pure Powder";"http://www.bulksupplements.com/vitamin-b12-pure-cyanocobalamin.html";"2311.96";"y";"Cyanocobalamin is another name for Vitamin B12. Most water-soluble nutrients and vitamins are usually quickly expelled through the urinary tract, making Vitamin B12 fairly unique. This product is completely pure and should be used with caution. It is not intended for individual use.";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_41.png";"out of stock";"0";"no";"1.10 kilograms";"BulkSupplements";"BulkSupplements";"B12PC-500";"849720007377"
"B12PC-1KG";"B12PC";"Vitamin B12 (Pure Cyanocobalamin) - 1kg Pure Powder";"http://www.bulksupplements.com/vitamin-b12-pure-cyanocobalamin.html";"4611.96";"y";"Cyanocobalamin is another name for Vitamin B12. Most water-soluble nutrients and vitamins are usually quickly expelled through the urinary tract, making Vitamin B12 fairly unique. This product is completely pure and should be used with caution. It is not intended for individual use.";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_34.png";"in stock";"2";"no";"2.21 kilograms";"BulkSupplements";"BulkSupplements";"B12PC-1KG";"849720007384"
"B121%-25";"B121%";"Vitamin B12 1% (Cyanocobalamin) - 25g Pure Powder";"http://www.bulksupplements.com/vitamin-b12-1-cyanocobalamin.html";"12.96";"y";"Cyanocobalamin is another name for Vitamin B12. Most water-soluble nutrients and vitamins are usually quickly expelled through the urinary tract, making Vitamin B12 fairly unique.";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/v/i/vitamin_b12_1_cyanocobalamin_.jpg";"out of stock";"0";"no";"0.06 kilograms";"BulkSupplements";"BulkSupplements";"B121%-25";"849720007391"
"B121%-50";"B121%";"Vitamin B12 1% (Cyanocobalamin) - 50g Pure Powder";"http://www.bulksupplements.com/vitamin-b12-1-cyanocobalamin.html";"15.96";"y";"Cyanocobalamin is another name for Vitamin B12. Most water-soluble nutrients and vitamins are usually quickly expelled through the urinary tract, making Vitamin B12 fairly unique.";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_85.jpg";"in stock";"371";"no";"0.11 kilograms";"BulkSupplements";"BulkSupplements";"B121%-50";"849720007407"
"B121%-100";"B121%";"Vitamin B12 1% (Cyanocobalamin) - 100g Pure Powder";"http://www.bulksupplements.com/vitamin-b12-1-cyanocobalamin.html";"16.96";"y";"Cyanocobalamin is another name for Vitamin B12. Most water-soluble nutrients and vitamins are usually quickly expelled through the urinary tract, making Vitamin B12 fairly unique.";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_86.jpg";"in stock";"357";"no";"0.22 kilograms";"BulkSupplements";"BulkSupplements";"B121%-100";"849720007414"
"B121%-250";"B121%";"Vitamin B12 1% (Cyanocobalamin) - 250g Pure Powder";"http://www.bulksupplements.com/vitamin-b12-1-cyanocobalamin.html";"26.96";"y";"Cyanocobalamin is another name for Vitamin B12. Most water-soluble nutrients and vitamins are usually quickly expelled through the urinary tract, making Vitamin B12 fairly unique.";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_87.jpg";"in stock";"178";"no";"0.55 kilograms";"BulkSupplements";"BulkSupplements";"B121%-250";"849720007421"
"B121%-500";"B121%";"Vitamin B12 1% (Cyanocobalamin) - 500g Pure Powder";"http://www.bulksupplements.com/vitamin-b12-1-cyanocobalamin.html";"46.96";"y";"Cyanocobalamin is another name for Vitamin B12. Most water-soluble nutrients and vitamins are usually quickly expelled through the urinary tract, making Vitamin B12 fairly unique.";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_88.jpg";"in stock";"46";"no";"1.10 kilograms";"BulkSupplements";"BulkSupplements";"B121%-500";"849720007438"
"B121%-1KG";"B121%";"Vitamin B12 1% (Cyanocobalamin) - 1kg Pure Powder";"http://www.bulksupplements.com/vitamin-b12-1-cyanocobalamin.html";"82.96";"y";"Cyanocobalamin is another name for Vitamin B12. Most water-soluble nutrients and vitamins are usually quickly expelled through the urinary tract, making Vitamin B12 fairly unique.";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_89.jpg";"out of stock";"0";"no";"2.21 kilograms";"BulkSupplements";"BulkSupplements";"B121%-1KG";"849720007445"
"B121%-5KG";"B121%";"Vitamin B12 1% (Cyanocobalamin) - 5kg Pure Powder";"http://www.bulksupplements.com/vitamin-b12-1-cyanocobalamin.html";"359.96";"y";"Cyanocobalamin is another name for Vitamin B12. Most water-soluble nutrients and vitamins are usually quickly expelled through the urinary tract, making Vitamin B12 fairly unique.";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_90.jpg";"in stock";"4995";"no";"11.02 kilograms";"BulkSupplements";"BulkSupplements";"B121%-5KG";"849720010896"
"B3-100";"B3";"Vitamin B3 (Niacinamide Powder) - 100g Pure Powder";"http://www.bulksupplements.com/vitamin-b3-niacinamide-powder.html";"10.96";"y";"Niacinamide (Vitamin B3), though closely related to Niacin, does have differing effects. Each of them plays an important role in the metabolism of energy in that they may be converted into coenzymes.";"new";"BulkSupplements > Products by Goal";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_202.jpg";"in stock";"519";"no";"0.22 kilograms";"BulkSupplements";"BulkSupplements";"B3-100";"849720007025"
"B3-250";"B3";"Vitamin B3 (Niacinamide Powder) - 250g Pure Powder";"http://www.bulksupplements.com/vitamin-b3-niacinamide-powder.html";"12.96";"y";"Niacinamide (Vitamin B3), though closely related to Niacin, does have differing effects. Each of them plays an important role in the metabolism of energy in that they may be converted into coenzymes.";"new";"BulkSupplements > Products by Goal";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_203.jpg";"in stock";"122";"no";"0.55 kilograms";"BulkSupplements";"BulkSupplements";"B3-250";"849720007032"
"B3-500";"B3";"Vitamin B3 (Niacinamide Powder) - 500g Pure Powder";"http://www.bulksupplements.com/vitamin-b3-niacinamide-powder.html";"18.96";"y";"Niacinamide (Vitamin B3), though closely related to Niacin, does have differing effects. Each of them plays an important role in the metabolism of energy in that they may be converted into coenzymes.";"new";"BulkSupplements > Products by Goal";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_204.jpg";"in stock";"83";"no";"1.10 kilograms";"BulkSupplements";"BulkSupplements";"B3-500";"849720007049"
"B3-1KG";"B3";"Vitamin B3 (Niacinamide Powder) - 1kg Pure Powder";"http://www.bulksupplements.com/vitamin-b3-niacinamide-powder.html";"25.96";"y";"Niacinamide (Vitamin B3), though closely related to Niacin, does have differing effects. Each of them plays an important role in the metabolism of energy in that they may be converted into coenzymes.";"new";"BulkSupplements > Products by Goal";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_205.jpg";"in stock";"114";"no";"2.21 kilograms";"BulkSupplements";"BulkSupplements";"B3-1KG";"849720007056"
"B3-5KG";"B3";"Vitamin B3 (Niacinamide Powder) - 5kg Pure Powder";"http://www.bulksupplements.com/vitamin-b3-niacinamide-powder.html";"142.96";"y";"Niacinamide (Vitamin B3), though closely related to Niacin, does have differing effects. Each of them plays an important role in the metabolism of energy in that they may be converted into coenzymes.";"new";"BulkSupplements > Products by Goal";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_206.jpg";"in stock";"4964";"no";"11.02 kilograms";"BulkSupplements";"BulkSupplements";"B3-5KG";"849720010124"
"B3-25KG";"B3";"Vitamin B3 (Niacinamide Powder) - 25kg Pure Powder";"http://www.bulksupplements.com/vitamin-b3-niacinamide-powder.html";"406.96";"y";"Niacinamide (Vitamin B3), though closely related to Niacin, does have differing effects. Each of them plays an important role in the metabolism of energy in that they may be converted into coenzymes.";"new";"BulkSupplements > Products by Goal";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/v/i/vitamin_b3_niacinamide_powder_.jpg";"out of stock";"0";"no";"57.42 kilograms";"BulkSupplements";"BulkSupplements";"B3-25KG";"849720010117"
"B6-100";"B6";"Vitamin B6 (Pyridoxine HCL) - 100g Pure Powder";"http://www.bulksupplements.com/vitamin-b6-pyridoxine-hcl.html";"22.96";"y";"Pyridoxine (Vitamin B6) is an essential vitamin and is a combination of three different compounds: Pyridoxine, Pyridoxamine and Pyroxidal. ";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_461.jpg";"in stock";"475";"no";"0.22 kilograms";"BulkSupplements";"BulkSupplements";"B6-100";"849720007735"
"B6-250";"B6";"Vitamin B6 (Pyridoxine HCL) - 250g Pure Powder";"http://www.bulksupplements.com/vitamin-b6-pyridoxine-hcl.html";"40.96";"y";"Pyridoxine (Vitamin B6) is an essential vitamin and is a combination of three different compounds: Pyridoxine, Pyridoxamine and Pyroxidal. ";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_462.jpg";"in stock";"104";"no";"0.55 kilograms";"BulkSupplements";"BulkSupplements";"B6-250";"849720007742"
"B6-500";"B6";"Vitamin B6 (Pyridoxine HCL) - 500g Pure Powder";"http://www.bulksupplements.com/vitamin-b6-pyridoxine-hcl.html";"70.96";"y";"Pyridoxine (Vitamin B6) is an essential vitamin and is a combination of three different compounds: Pyridoxine, Pyridoxamine and Pyroxidal. ";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_463.jpg";"in stock";"8";"no";"1.10 kilograms";"BulkSupplements";"BulkSupplements";"B6-500";"849720007759"
"B6-1KG";"B6";"Vitamin B6 (Pyridoxine HCL) - 1kg Pure Powder";"http://www.bulksupplements.com/vitamin-b6-pyridoxine-hcl.html";"124.96";"y";"Pyridoxine (Vitamin B6) is an essential vitamin and is a combination of three different compounds: Pyridoxine, Pyridoxamine and Pyroxidal. ";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_464.jpg";"out of stock";"0";"no";"2.21 kilograms";"BulkSupplements";"BulkSupplements";"B6-1KG";"849720007766"
"B6-5KG";"B6";"Vitamin B6 (Pyridoxine HCL) - 5kg Pure Powder";"http://www.bulksupplements.com/vitamin-b6-pyridoxine-hcl.html";"566.96";"y";"Pyridoxine (Vitamin B6) is an essential vitamin and is a combination of three different compounds: Pyridoxine, Pyridoxamine and Pyroxidal. ";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_465.jpg";"out of stock";"0";"no";"13.01 kilograms";"BulkSupplements";"BulkSupplements";"B6-5KG";"849720010155"
"B6-25KG";"B6";"Vitamin B6 (Pyridoxine HCL) - 25kg Pure Powder";"http://www.bulksupplements.com/vitamin-b6-pyridoxine-hcl.html";"2070.96";"y";"Pyridoxine (Vitamin B6) is an essential vitamin and is a combination of three different compounds: Pyridoxine, Pyridoxamine and Pyroxidal. ";"new";"BulkSupplements > Products by Category > Vitamins";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_466.jpg";"out of stock";"0";"no";"57.42 kilograms";"BulkSupplements";"BulkSupplements";"B6-25KG";"849720010148"
"D3-100";"D3";"Vitamin D3 (cholecalciferol) - 100g Pure Powder";"http://www.bulksupplements.com/vitamin-d3-cholecalciferol.html";"13.96";"y";"Vitamin D3 (Cholecalciferol) is an important nutrient responsible for regulating calcium levels, which contributes to the health of teeth, bones and cartilage. It is often preferred over Vitamin D2 because of its easy absorption and stronger effects. Vitamin D levels are moderated by the sunlight, as there is a chemical contained in the skin that absorbs the Vitamin D. As a fat-soluble vitamin, it can also be found in food with high fat content, particularly oily fish and other animal products. Its solubility in oil allows it to be stored in the body to some extent as well.";"new";"BulkSupplements > Products by Goal > Heart Health";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_481.jpg";"in stock";"165";"no";"0.22 kilograms";"BulkSupplements";"BulkSupplements";"D3-100";"849720007810"
"D3-250";"D3";"Vitamin D3 (cholecalciferol) - 250g Pure Powder";"http://www.bulksupplements.com/vitamin-d3-cholecalciferol.html";"19.96";"y";"Vitamin D3 (Cholecalciferol) is an important nutrient responsible for regulating calcium levels, which contributes to the health of teeth, bones and cartilage. It is often preferred over Vitamin D2 because of its easy absorption and stronger effects. Vitamin D levels are moderated by the sunlight, as there is a chemical contained in the skin that absorbs the Vitamin D. As a fat-soluble vitamin, it can also be found in food with high fat content, particularly oily fish and other animal products. Its solubility in oil allows it to be stored in the body to some extent as well.";"new";"BulkSupplements > Products by Goal > Heart Health";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_482.jpg";"in stock";"203";"no";"0.55 kilograms";"BulkSupplements";"BulkSupplements";"D3-250";"849720007827"
"D3-500";"D3";"Vitamin D3 (cholecalciferol) - 500g Pure Powder";"http://www.bulksupplements.com/vitamin-d3-cholecalciferol.html";"31.96";"y";"Vitamin D3 (Cholecalciferol) is an important nutrient responsible for regulating calcium levels, which contributes to the health of teeth, bones and cartilage. It is often preferred over Vitamin D2 because of its easy absorption and stronger effects. Vitamin D levels are moderated by the sunlight, as there is a chemical contained in the skin that absorbs the Vitamin D. As a fat-soluble vitamin, it can also be found in food with high fat content, particularly oily fish and other animal products. Its solubility in oil allows it to be stored in the body to some extent as well.";"new";"BulkSupplements > Products by Goal > Heart Health";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_483.jpg";"in stock";"51";"no";"1.10 kilograms";"BulkSupplements";"BulkSupplements";"D3-500";"849720007834"
"D3-1KG";"D3";"Vitamin D3 (cholecalciferol) - 1kg Pure Powder";"http://www.bulksupplements.com/vitamin-d3-cholecalciferol.html";"51.96";"y";"Vitamin D3 (Cholecalciferol) is an important nutrient responsible for regulating calcium levels, which contributes to the health of teeth, bones and cartilage. It is often preferred over Vitamin D2 because of its easy absorption and stronger effects. Vitamin D levels are moderated by the sunlight, as there is a chemical contained in the skin that absorbs the Vitamin D. As a fat-soluble vitamin, it can also be found in food with high fat content, particularly oily fish and other animal products. Its solubility in oil allows it to be stored in the body to some extent as well.";"new";"BulkSupplements > Products by Goal > Heart Health";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_484.jpg";"in stock";"71";"no";"2.21 kilograms";"BulkSupplements";"BulkSupplements";"D3-1KG";"849720007841"
"D3-5KG";"D3";"Vitamin D3 (cholecalciferol) - 5kg Pure Powder";"http://www.bulksupplements.com/vitamin-d3-cholecalciferol.html";"223.96";"y";"Vitamin D3 (Cholecalciferol) is an important nutrient responsible for regulating calcium levels, which contributes to the health of teeth, bones and cartilage. It is often preferred over Vitamin D2 because of its easy absorption and stronger effects. Vitamin D levels are moderated by the sunlight, as there is a chemical contained in the skin that absorbs the Vitamin D. As a fat-soluble vitamin, it can also be found in food with high fat content, particularly oily fish and other animal products. Its solubility in oil allows it to be stored in the body to some extent as well.";"new";"BulkSupplements > Products by Goal > Heart Health";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_485.jpg";"in stock";"49997";"no";"11.02 kilograms";"BulkSupplements";"BulkSupplements";"D3-5KG";"849720010902"
"GFE-100";"GFE";"Grapefruit Seed Extract - 100g Pure Powder";"http://www.bulksupplements.com/grapefruit-seed-extract.html";"11.96";"y";"Grapefruit Seed Extract is a supplement known for its ability to act as an antioxidant. The seed of a grapefruit has components that make it up at a molecular level, including flavonoids (the chief source of the antioxidant properties), sources of Vitamin C and E, limonoids, sterols, citric acid and various minerals.";"new";"BulkSupplements > Products by Goal";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_508.jpg";"in stock";"81";"no";"0.22 kilograms";"BulkSupplements";"BulkSupplements";"GFE-100";"849720003690"
"GFE-250";"GFE";"Grapefruit Seed Extract - 250g Pure Powder";"http://www.bulksupplements.com/grapefruit-seed-extract.html";"15.96";"y";"Grapefruit Seed Extract is a supplement known for its ability to act as an antioxidant. The seed of a grapefruit has components that make it up at a molecular level, including flavonoids (the chief source of the antioxidant properties), sources of Vitamin C and E, limonoids, sterols, citric acid and various minerals.";"new";"BulkSupplements > Products by Goal";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_509.jpg";"in stock";"435";"no";"0.55 kilograms";"BulkSupplements";"BulkSupplements";"GFE-250";"849720003706"
"GFE-500";"GFE";"Grapefruit Seed Extract - 500g Pure Powder";"http://www.bulksupplements.com/grapefruit-seed-extract.html";"24.96";"y";"Grapefruit Seed Extract is a supplement known for its ability to act as an antioxidant. The seed of a grapefruit has components that make it up at a molecular level, including flavonoids (the chief source of the antioxidant properties), sources of Vitamin C and E, limonoids, sterols, citric acid and various minerals.";"new";"BulkSupplements > Products by Goal";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_510.jpg";"in stock";"77";"no";"1.10 kilograms";"BulkSupplements";"BulkSupplements";"GFE-500";"849720003713"
"GFE-1KG";"GFE";"Grapefruit Seed Extract - 1kg Pure Powder";"http://www.bulksupplements.com/grapefruit-seed-extract.html";"38.96";"y";"Grapefruit Seed Extract is a supplement known for its ability to act as an antioxidant. The seed of a grapefruit has components that make it up at a molecular level, including flavonoids (the chief source of the antioxidant properties), sources of Vitamin C and E, limonoids, sterols, citric acid and various minerals.";"new";"BulkSupplements > Products by Goal";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_511.jpg";"in stock";"134";"no";"2.21 kilograms";"BulkSupplements";"BulkSupplements";"GFE-1KG";"849720003720"
"GFE-5KG";"GFE";"Grapefruit Seed Extract - 5kg Pure Powder";"http://www.bulksupplements.com/grapefruit-seed-extract.html";"166.96";"y";"Grapefruit Seed Extract is a supplement known for its ability to act as an antioxidant. The seed of a grapefruit has components that make it up at a molecular level, including flavonoids (the chief source of the antioxidant properties), sources of Vitamin C and E, limonoids, sterols, citric acid and various minerals.";"new";"BulkSupplements > Products by Goal";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_512.jpg";"in stock";"4984";"no";"11.02 kilograms";"BulkSupplements";"BulkSupplements";"GFE-5KG";"849720003737"
